사용자,평점,댓글 내용,감정
새벽세시반,1,"이상희가 폭탄 제거하며 내뱉었던 대사와 잠수함에서 실을 뽑는 장면 빼곤 다 버려…
데시벨.. 시부렐…",부정
흐응,2,차은우랑 이종석 얼굴보러 갔다왔슴다,부정
의정부장원영,2.5,폭탄이 터진다는 생소한 요소가 들어있슴미다 재밌슴다,중립
gentiana,2,"영화 속 주인공들은 바쁜데
감정선 터져야 할 곳에서 이입이 안되니
내 속만 터지고 소리폭탄은 의미없이 터지고
진짜 데시벨에만 집중했더라면..",부정
꽁순,0.5,"221122 영화관
이런 영화는 세상에 나오지 않았으면 좋겠다 스트레스가 필요하다면 보세요",부정
남포동풍악,2,모든게 어설픈 영화,부정
후루둥,2.5,공감하지 못하는 설정은 지루할 뿐..,중립
star2580,3.5,아는 배우들이 생각보다 많아서 놀람. 큰 기대가 없다면 적당히 보기엔 나쁘지 않음,긍정
밍밍,2,그래도 다행인 건 크레딧 올라 갈 때 첫 노래는 좋더라. 이것만이 선율 나머지는 소음.,부정
멍멍쿠잉,3,차은우님 본 걸로 나는 만족해..🙂,긍정
마니아#,1.5,폭탄 쾅쾅터지고 급박하게 뛰어다니는데 뭐가 이리 밋밋해,부정
Urbannoise,2,"두개의 장르가 충돌한다
폭탄테러와 전우애의 슬픈 사연간의 온도차와 간극이 커서 몰입되다가도 의뭉스러워진다
내가 지금 보고 있는 영화가 뭐지?",부정
김서갑,2,표리부동하다.,부정
우선순위,2,마지막 장면이 가장 자연스럽다,부정
서재진,2,영화 만듦새는 형편없다. 하지만 잠수함의 사연은 눈물이 났다.,부정
예매완료,2.5,"타겟형 복수여야 할 게 무차별 테러가 되어버리면 어쩌나..
심지어 소리에 반응하는 폭탄이 가지는 의미조차 희미하다.",중립
산딸기,1.5,영화 보는 내내 왜 제목이 데시벨인지 생각함.,부정
노근우,2.5,"잘못된 소신은 광신을 만들고
하지만 진실을 밝힌 건 그 광기",중립
임진희,2,"데시벨이 올라가면 터지는 폭탄이라는 이유 외에는 어떤 데시벨도 없는데 제목이 데시벨이라니...
배우들은 엄청 긴박한 상황인 듯 한데 보는 나는 아무런 긴장감이 없다",부정
DongWookLee,1.5,"플롯에 비해 배우들의 열정이 과분하다
혹은 반대일지도",부정
백 스탭,0.5,하나를 제대로,부정
No Mad,3,"좌초된 잠수함의 딜레마,라는
메시지를 제외하고나면,
영화의 전반적 만듦새는 허접하고, 안이하다.

2022.12.14.121",긍정
조신익,2,왜 이런 소재를 택했는지부터 납득이 잘 가지 않는다,부정
주닥,2.5,차은우 이민기 잘생김,중립
자두,3,기승전결 다 있고 재밌다,긍정
황보람,2,"잡탕 그 자체.. 차은우 얼굴은 Yes잼
현희랑 봐서 좋았던거 말곤..🥲
20221129",부정
소이,2.5,스포일러가 포함되어 내용을 생략했습니다.,중립
감자,2.5,소리와 관련없는 바닷속 이야기.,중립
ㅁㅅ,3,간결한 장르적 목표와 과잉에 빠진 목적이 뒤엉키며,긍정
Hi.filming,2,호기심을 자극하는 신선한 소재에 그렇지 못한 스토리텔링. 배우들의 열연만이 남아있다.,부정
강현호,2.5,"재밌다. 이종석 얼굴이, 김래원 연기가",중립
ㅂ📽️,2,이 영화는 '그래서..?'에 대한 답을 주지 않는다.,부정
jiny,2.5,"제목에 걸맞는 영화는 아니라 아쉽다
(+)통화중 변조된 목소리들은 승조원들의 것이었을까?",중립
HB,1.5,감동도 없고 스토리도 없고 얼굴만 있음,부정
변현석,2.5,"데시벨이라는 흥미로운 설정을 다뤘다. 다만 영화가 중반부에 접어들면서 점차 설정에서 디테일이 부족했고, 개연성이 흐려졌다. 제목에 충실하지 못했다.",중립
양해섭,2,공리주의에 관한 질문이 인상적이었으나 영화가 전반적으로 균일하지 못하고 갑작스럽다.,부정
이십칠,2,"신경질적이고 날카로운 영화
보면서 내가 날카로워진다.",부정
Sanghyeok Lee,2,"분명 영화관에서 보는 건데
화질이 좀 떨어져보인다는 생각이 들었다. 나만의 착각인가.
왜 소리에 반응하는 폭탄 썼는지 모르겟다.",부정
나을,0.5,"와… 끔찍하다.
이해할 수 없는 감정선과 쓰레기 그 자체의 서사.",부정
이주경,0.5,"2022 최악의 영화

제목부터 마음이 안들었는데..",부정
백창훈,3,함장님은 어디가셨나요?,긍정
메멘토,3.5,"배우들 연기만큼은 갑. 내용은 2% 다운.
국가는 생명이 아닌 본인들 이익만 바라보고, 반이 살기위해 반을 죽였던 리더는 영웅아닌 영웅이 되어있었지만, 반의 죽음도 결국은 죽음이다.",긍정
김슬비,3.5,뭐야 민기씨 당신 정말멋져,긍정
movie_kims,0.5,"최선이라면 다시 한번 생각하게 된다
좋은 배우들에 좋은 소재 근데 내용은 아니다
기승전결에 “기”만 있다 아니 이것도 없나?

아쉽다",부정
쑥쑥,1,차은우 나와서 음소거여도 재밌다며ㅜㅜ 라면 후레이크에 파만큼 나오는데요....,부정
방하민,,인스타 광고 하는 거 좀 그래…,알 수 없음
호니,2,하 울었다는게 분해,부정
MJ,2.5,이해할 수 없는 상황과 이해할 수 없는 선택들,중립
체리밤,3,스포일러가 포함되어 내용을 생략했습니다.,긍정
gi,2,"단점: 이종석의 분노 연기, 두서없고 진부한 연출과 스토리, 몇몇 배우의 웅얼거리는 딕션, 개연성 부족, 재미없는 아재유머, 폭발음만 요란함

장점: 배우들의 제복핏, 신선한 소재",부정
미미니니,1,음..출연진은 화려했으나 그냥 오락용으로 볼만했음 생각과는 다른 내용전개였음 💣 💣,부정
kari_min,1,"중령이 손도 안 내렸는데 먼저 내리고 가노 ㅋㅋ

@2022.11.24. 휴가 나와 센텀 롯데 시네마에서.",부정
지현선,4,홍연.. 삶과죽음의 경계,긍정
40,0.5,내가 이걸 봤다니,부정
ㅇㅅㅂ,1.5,이것저것 넣다보니 이도저도 아니게 된 한국영화. 결국 여기저기서 개연성 마저 무너진다. 몰입이 안 되다 보니 '천안함 피격 사건'에 악의적인 역사 왜곡을 가하던 어떤 사례까지 떠오르더라.,부정
모아나,1,잡탕,부정
충정지애,2,.,부정
김의연,0.5,한국 잠수함이 한국 어뢰에 피격 ㅇㅈㄹ ㅈ같은 빨갱이영화 ㄲㅈ,부정
이성희,0.5,쓰레기,부정
심야할인,2,폭탄도 눈물도 뭣하나 제대로 못 터트린다.,부정
토나리노 토토로,2,스릴이 아닌 오두방정.,부정
오스카,1,음….,부정
딸기케이크,1.5,걍 시벨,부정
솔직하개,0.5,투표 해놓고 왜그러는거야 도대체,부정
イチ,1.5,"2025.10.26 다시봄

바꾸기전2.5 바뀐후1.5

감독이 메세지에만 치중하여 너무 안일하다
메세지 마저도 제대로 못살리고 신파로 흘러가는게 너무 거슬리지만 메세지 이외에는 아예 신경쓰지도 않은느낌",부정
정상수,2,데시벨이랑 대체 뭔상관인거임?,부정
솥밥,1,태성태룡문단세,부정
ku ha,1,본지 몇년 안됐는데 뭔 내용이었는지 기억이 아예 안남 심지어 극장에서 봤는데..뭐지?,부정
이윤우,0.5,22.11.18 CGV 광주터미널,부정
RD,2,참신한 소재. 그나마도 살리지 못했다.,부정
D_,1.5,"연기를 딱히 못하는거 같진 않은데
연출이 구려서인지 연기도 못해보임",부정
네모바보,3,"22.11.17.
모두에게 상처로 남은 기억.",긍정
김민수 평론가,1,콰이어트 플레이스를 보고 다시 만들것,부정
소보,1,김래원 때문에 꾹 참고 봄,부정
황세현,2,개노잼. 돈아까움,부정
키킴,1.5,둘이 asmr찍으면 됏을텐데,부정
onvho,3.5,이종석 차은우가 잘생김,긍정
yyo123,3.5,이거개슬픔,긍정
미정,2,스포일러가 포함되어 내용을 생략했습니다.,부정
바닐라빈라떼하임,2.5,"놀이터, 수영장, 축구장",중립
제이준,3.5,해군사고로 벌어진 데시벨소음테러를 가장한 반전테러복수극,긍정
브루노 In A Nutshell,2,시끄럽게 하면 폭탄 터뜨립니다? 아 몰라요 그냥 떠들지 마시라고요,부정
폰!,2,"이종석이랑 차은우가 형제
이거말고는할말이없네",부정
이태성,2.5,"제목은
확실히 잘못뽑은듯
아숩다 ㅋㅋ",중립
내옆에서손목좀그만그어줄래,1,"이거첫사랑이랑같이봣는데
ㄴㅈ임ㅎ",부정
김동현11,1.5,관객들의 불만 데시벨만 높아진다.,부정
배민성,0.5,쓰레기 같은 영화,부정
포실,2,차은우 제복,부정
달래리,2,뻔한 한국 영화,부정
라미,2.5,뻔하지만 재미있는 소재,중립
만수,2.5,소재가 좋은데 써먹질 못하네 차은우 잘생김,중립
honey_B,1,"대사가.... 뭐라는지 못 알듣겠는데 딕션문제가 아니라
데시벨이 안맞는건가?? 아..!!제목이 탁월했네",부정
유리,1.5,똥,부정
박수하,3.5,"후기가왤케안좋은건지이해가안됨
이종석차은우가형제라는점에서 볼 가치가 충분함",긍정
채희,2.5,뭔가 장면전환이 어색했다? 차은우랑 이종석이 잘생김,중립
Rakuri,2,IQ 170(멘사출신),부정
이루리,3.5,잘생겻더…,긍정
마당발,4.5,독특한 소재에서 오는 재미,긍정
vicky,2,"제목이 왜 이렇게된거지? 긴장감이 목적이었을까? 어뢰와 폭탄, 가족, 동료애를 억지로 연결해놓은 느낌. 김래원씨 연기 잘하는데..",부정
o712o6,3,"전체적인 작품은 음.. 잘 모르겠지만 영화관에서 봐서
영화관 버프 좀 받은듯
김래원의 얼굴과 연기덕에 몰입하면서 봤다
우리 동네에서 촬영해서 보게된 영화",긍정
전병진,3,"좋은배우,뻔한전개",긍정
구름,3,"좋은 전개, 약한 당위성
제목은 왜 데시벨?
.
.
.
.
.
.
-지니티비",긍정
자태,2,감당 안 되는 서사 끌어다 쓰지 말라고...,부정
최지민,1.5,"가면 갈수록 드러나는 아쉬움
소재의 잘못된 사용",부정
Youn,2,"H. PC.
GB.",부정
김영주,5,계속 성장하는 모습 보여주는 배우 은우 응원합니다^^,긍정
벼룩,3,이때 멘탈에 문제있었나 왜 보고 줄줄울었는지 지금생각해보면 어이없음,긍정
쟈이임,2.5,스포일러가 포함되어 내용을 생략했습니다.,중립
hereiam,2.5,"긴 머리의 이종석이 울부짖을 때 ""선생님...농구가 하고 싶어요..""가 나오는 줄",중립
chaeleegus,3.5,"스토리상으로도 전개상으로도
말이 안 되는 억지 부분이 좀 있었지만
그래도 소리를 이용한 범죄라는 점에서
뭔가 신기했다.",긍정
JNE,1,황당테러,부정
User5592,2.5,이종석 한창 좋아할때 나와서 처음 무대인사 가서 본 영화.! 그러케 재밌진 않았는데 그렇다고 노잼까진 아니였던 걸로 기억,중립
뚜방이,1.5,딜레마에 가라앉은 소음,부정
이짜요,1.5,딱 대! '시벨',부정
Sear,1.5,소재가 아까움,부정
힘짱쎄다,2.5,"아쉬움이 많이 남은 작품.
전개 및 내용.. 다르게 풀어봤어도 괜찮았지 않았을까?",중립
정동혁,1,놀이터 장면부터 폭탄말고 내 속이 터져 죽는 줄 알았다.,부정
햄짱뿡빵,2.5,제목이 왜 데시벨인지 폭탄 하나 빼고는 설명이 안되는,중립
소희,4,"와 진짜 개쳐잘생김
내용은 그냥 코난 극장판임",긍정
죠니,3,❤️,긍정
정색한 뷘터씨,1.5,찐주인공은 오대오 정상훈.,부정
한결,2,목숨보다 중요한 게 있을까,부정
WatchaPedia,1.5,전체적인 내용이 확 와닿지 않았다,부정
이화형,2,내 분노의 데시벨이 가장 높을 것 같다.,부정
KSG_MOVIE,1.5,소재에 집중한 예고편이 더 좋았을 정도의 산만함,부정
냠냠,2.5,건질 건 이종석 차은우 외로 없다,중립
꿀꽈배기,2,갑자기 신파로 이어지는게 이렇게나 이질적일 수가 없다.,부정
JiYongPark,1,어느정도 예상되는 전개였다보니 결말도 어림직작으로 생각해봤는데 딱 맞아 떨어지기에 이 점수를 드립니다.,부정
fogson,0.5,"그래서 뭐 어쩌라고
왜 데시벨?",부정
지루한건못참아,2.5,스포일러가 포함되어 내용을 생략했습니다.,중립
우니,1.5,배우들 얼굴팔이에 급급했던,부정
나잇무비,1.5,신파에 긴장감 없는 액션을 더한다,부정
타래,1.5,틀딱이 만듬,부정
신석준,2,<스피드>를 재밌게 봤었나봐.,부정
Honester,2,"광기에 사로잡힌 테러리스트에게
어떤 조리 있는 견해를 구하겠냐만은",부정
돌파댕이,1.5,흥미로운 설정과 눈물 나는 드라마를 엮은 또 하나의 따분한 기획. (230524),부정
다이나믹,0.5,딱데시벨,부정
공이,2.5,이민기 차은우가 잘생겨서 +0.5,중립
에이든,2,"서스펜스는 어디가고 플롯이 엉망인 폭발테러 액션 장르
-폭발테러 소재 사용하고 싶고, 잠수함 사용하고 싶고, 헐리우드식 액션 사용하고 싶고. 플래시백도 그렇고 연출의 순서나 방향성이 잘못됐다. 그래픽은 언제쯤 나아지려나.",부정
itatdkwon,2.5,잠수함이 잠수하려 할 때마다 끊임없이 잡아 끌어올리는 자본의 끈.,중립
여름,3,230313 (3.0),긍정
무노조,2,스포일러가 포함되어 내용을 생략했습니다.,부정
summer,3.5,처음부터 끝까지 개연성 안무너지고 대충대충하는거 없이 잘 마무리된 간만에 보기드문 킬링타임 한국영화.,긍정
헤일리,2,이종석이 맡은 캐릭터가 주인공이었다면 더 좋았을 것 같다,부정
김술배,1.5,김래원씨 영화는 믿고 거를때가 된 거 같다.,부정
G-Design,1,애니의 실사화 버전처럼 모든 인물이 공중에 떠 있다.,부정
식놀,3.5,볼만은 했지만 너무 여러가지를 보여줄려고 했다,긍정
라벨라,1.5,"어뢰 라고 짓지..차라리
배우들 얼굴 외에 볼게 없었다..😥",부정
김영후,2.5,"소재가 참신하고 배우 라인업도 짱짱해서 기대 많이 했는데, 막상 까보니 소재를 맛있게 사용하지 못한 느낌.
테러물인데 긴장감도 부족했고, 결말도 많이 아쉬웠음.딱 킬링타임용.",중립
nippoong,1.5,시벨...,부정
제로콜라,3,"지금 알고 있는걸 그때도 알았더라면.. 달라졌을까
누군가 간절히 부탁하면 들어주는것도 좋을거 같다.",긍정
Minjae Kwon,1.5,데시벨인지 잠수함인지,부정
씨네쿤,2,우와~ 진짜 80년대 영화 같다~,부정
신나리셔스,,보지마세요,알 수 없음
유니스,3.5,"비주얼, 코믹, 감동 모두 잡았음

cgv 시사회",긍정
정시영,0.5,역대급,부정
ARAKO,2,-,부정
