사용자,평점,댓글 내용,감정
에체스,3,익숙한 이야기지만 매력적인 주인공에 대한 반가움이 더 크게 다가오는 오락영화,긍정
beboho,3,"영화 초반
빠른 속도의 레이싱 느낌은 아니지만
나름의 기교를 보여주는 드라이빙

하지만 뒤로 갈수록 아쉬운 개연성과 액션

박소담의 외모와 연기력
정현준의 귀여움과 연기력
은 아주 볼만 했다.

김의성도 연기파 배우의 모습을 그대로 보여주었지만
드라마 '모범택시' 속 파랑새 재단의 장성철 대표 캐릭터가 계속 오버랩되었다.

송새벽의 평소 캐릭터로 보아
악역에 대한 의구심이 들었는데
표정부터 액션까지 정말 완벽했고
송새벽이라서 할 수 있는 깐족스럽고 얄미운 악역이 완성되었다.",긍정
쥬쥬,3.5,"꽤 재밌어요 진짜야 진짜라니까
내가 박소담 사랑해서가 아니고
진짜 찐으로 좀 귀엽고 정의롭고 신나고 긴박감 있다니까?",긍정
film__archive__,3.5,카체이싱으로 덮으려해도 구멍 뚫린 개연성은 안 덮어진다. 그래도 나름 모범적인 아류작,긍정
fusidic,3,스포일러가 포함되어 내용을 생략했습니다.,긍정
변현석,3.5,"초반 도입부에서는 몰입감을 느끼게하는 레이싱과 bgm의 시너지로 K판 '베이비드라이버'를 연상시켰다. 이야기가 전개되면서 신파적요소가 더해지는데, 차라리 액션에 더 치중했더라면이라는 아쉬움이 든다.
영화 초반의 임팩트는 강렬했다.",긍정
김현도,4.5,스포일러가 포함되어 내용을 생략했습니다.,긍정
예매완료,3,"요즘 한국상업영화는 거의 모든 지점에서
적당한 선의 언저리만 맴도는 것 같다.
못 나지도, 그렇다고 딱히 예쁘지도 않은..",긍정
bachgram,2.5,생각보다 나쁘지 않았다. 적절한 긴장과 재미도 있고 잘나가는 한국 영화산업에 비해 여러 아쉬운 점들이 있는것은 사실이지만 적절한 재미는 보장해준다. 송새벽의 연기는 레옹의 게리올드만을 떠올리게 해주지만 좀 더 강렬했으면 하는 갈증도 느끼게 해준다.,중립
명준고,2.5,"특송에서 다송이로..
스토리, 연출, 음악, 편집 어느 하나도 눈에 뛰지 않았다. 이 정도는 예산만 있으면 영화를 좋아하는 누구나 만들 수 있다. 소모적인 캐릭터들, 캐릭터간에 갈등을 더 타이트하게 빚어낼 수 있는데도 사용하지 않은건 귀찮아서인가
.
반도의 구교환을 보는 듯한 송새벽의 자연스러운 연기. 목소리 톤이나 뿜어내는 느낌이 너무너무 매력적.
박소담이라는 배우는 좋지만, 은하라는 캐릭터의 감정과 행동이 너무 가벼운 탓에 아쉬움.",중립
지니,3.5,"뻔한데 뻔하지 않았음

외국에서만  봐왔던 카체이싱 씬보다 우리나라 골목들을 이용한 씬이 굉장히 재밌게 와닿았음..더 대단하게 느껴지고 스릴있고..

이 모든 역할을 박소담 배우님이 해냈다는것도 매력 포인트. 너무 잘어울리고 멋졌음.

단순히 뻔한 악역vs적당한 선역이라고 치부하기엔 악역의 포인트도 나쁘지 않았다. 굳이 악역 서사같은거 안보여주는것도 굿. 송새벽님 연기덕분인지, 뻔한 대치로 안느껴지고 재밌게 봤음

답답한 구간도 많고 안좋게 뻔해서 짜증도 났지만~ 짧은 시간내에 즐겁게 볼수있는 영화였다. 요즘 영화 너무 길어요오오오",긍정
잇시,2.5,"만족스러운 카체이싱, 그외는 글쎄...",중립
영화로봇,2.5,"액션 하는 박소담님을 보니 흥미롭게 봤네요.
건강하고 다음 작품에서 기대 하겠습니다.",중립
방장,3.5,진부한 스토리와 아쉬운 음악 속 빛나는 박소담 배우와 액션.,긍정
영준,3,﻿차가 타고 있는 동안은 인상적인 문제는 내린 후....,긍정
개가오,3,"양산형 배이비 드라이버 + 양산형 라이언 고슬링의드라이브
+ 이경영의 아성을 뛰어넘을 송새벽의 어쉉쉉 연기
+ 유치하기 그지없는 캐릭터와 대사...

이 모든 걸 조합하면 딱 특송이란 영화가 나올 것 같다...

캐릭터간에 제대로 된 교류가 없고
캐미를 이룰 여지도 없으며 독주하듯 목적지를 향해 나아간다.

심지어 그 목적의식은 캐릭터와 감정선에 비롯되어 있음에도
스토리라인을 풀어가는 과정엔 아무런 이점이 없는
아주 기본적인 감정의 나열만 있을 뿐이었다.

감정선을 이루고 응어리진 감정을 울려 관객에게 전달해 공감대를 형성하기 위해선
응축된 감정을 구축해야 하고 그 전에 인물이 있어야 한다.

늘어지도록 서사를 풀어가라는 게 아닌
담고자 하는 캐릭터가 기획적으로 어떤 인물인지 빠르고 확실하게 묘사해야 했고

이야기를 이끌면서 캐릭터성을 쌓아가
이야기를 풀어감과 동시에 서사가 빛을 발하는 전개 방식이 필요했다.

관객간에 교류와 공감대도 없는 상태에서
작품이 혼자 감정에 사무쳐 있고 동시에 충무로식 오글거리는 대사가 더해져

유치하고 겉멋만 있는 텅텅빈 캐릭터가 형성됐다.

그나마 오버액팅 없이 얌전했던 주인공 일행은 그나마 귀엽게 볼 수 있어
성향만 맞으면 움으리도 줄 수 있겠지만...
(난 단 한순간도 안 웃겼음...)

주인공을 압박하고 갈등을 뮤발해
유동적인 이야기를 구축할 상대 측(송새벽)은 심각했다...

자신이 똘끼있고 각박한 순간에 유머감각을 뽐낼 정도로
여유있으며 심지어 박력도 있다는 걸 강조하고 싶었는지
온갖 전형적인 한국식 빌런의 면모를 자랑한다.

이들 역시 캐릭터성에 깊이란 보기 힘들고 유치한 대사로 점철되어 있으면

배우 특유의 목소리에 어쉉쉉 오버 액팅이 더해져
등장할 때마다 손발이 심히 오그라들었다.

그럼에도 또렷한 목적의식과 다른길로 새지 않고 꿋꿋이 걸어가는 스토라리인덕에
끝까지 볼 여력은 충분했다.

또한 상술한 유치함은 사람에 따라 느끼는 게 다를 것이고
유머 부분 역시 나쁘지 않았는지 객석에 웃음이 자주 들렸다.

마지막으로 액션 및 카체이스씬에
확실한 오마주와 뒷받침되어줄 작품이 있어서 그런지

오버스럽거나 엇나가지 않는 선에서
특색은 없어도 나쁘지 않은 액션, 카체이스씬이 돋보여

그야말로 남녀노소 모두가 가볍게 즐기기 좋은 오락영화였다.",긍정
ilmo,3,한국영화에선 볼 수 없던 최고의 오프닝 카체이싱 신.,긍정
영청이,,새벽과 은하의 치열한 택배 가로채기,알 수 없음
Feelm,3,성공적 카체이싱. 오만가지 레퍼런스와 스까묵기는 실패.,긍정
솔직한 코멘트 봇,,제목이 너무...  구려ㅜㅜ,알 수 없음
김원호,2.5,"확실한 장점
1.카체이싱
2.제시카쌤의 업종변경
3.확실한 악역

단점내지 아쉬운점
1. 말없이 사람만 때리던 중간보스 쳐내고 보스의 활약이 좀더 있었으면..
2. 애기의 연기력이 들쑥날쑥
3. 굳이 애기를 그렇게까지 살려야할 이유는?
4. 탈북자설정하나때매 염혜란 배우를 넣었어야했나
5.어딘가 많이본 영화들과 캐릭터와 소재

종합하면 레옹+드라이브+아저씨..

가볍게 보기좋은 카체이싱 오락무비

-22.01.05 롯데시네마 월드타워 수플G 시사회",중립
르네상스형뮤지션,2,원빈 <아저씨>의 박소담 <아줌마> 버전.,부정
B바라기,5,침수만 안된다면 더욱더 완벽한 퀵서비스,긍정
Yeun Kim,,송새벽님 나오는거 너무 기다려진다 존버 한다 🙏🏻,알 수 없음
토나리노 토토로,2,어디서 본 멋진 것들을 짜집기한들 코어가 약하면 말짱도루묵.,부정
Jiye,1.5,와 이런 영화 아뮤리 재미없어도 다 재미있어하는데 ㄹㅇ 재미없었던 거 같음,부정
뉴운,4,"웰메이드 차 추격씬 + 액션신 도구 활용도 (건즈 아킴보 깔) + 짜릿한 키브금 선정 + 각 인물 설정과 빌드업
요소요소는 다 완벽한데 총합적으로 한끗이 아쉽다. 각 파트의 담당은 최고를 해낸 만큼 각본감독이 좀만 더 힘내줬으면 좋았을텐데

소소하게, 아역 행동이 적당히 아이같으면서도 화딱지 나지 않아서 보면서 갑갑하지 않은 것도 좋음.",긍정
최현범,3,휴머니즘 조금 덜면 수작,긍정
Nuyh GnasG  noh,3,"<택시>에서 코미디 대신 진지한 범죄 장르를 택한 결과가 이 정도면 훌륭한 편이다.
분위기나 논리가 쉽게 무너지는 곳이 없는 좋은 오락영화지만,
지나친 해피엔딩 강박, 음악이 전체적으로 겉도는 부분은 아쉬운 점이다.",긍정
오제,2.5,안 미안한데 제가 <레옹>을 봐버렸어요…,중립
쇼비,3,묻지마 화물 특송의 '트랜스포터(2002)'를 사람 배송으로 바꾼 버젼. 솔직히 풀로 보지는 않고 군더더기 없는 편집의 50분짜리 유투브 영화 소개로 봤음. 리메이크인지는 모르겠으나 예측 가능한 진행과 전형적인 한국 영화적 구성이 느껴지지만 나름 잘 풀어낸 작품이라 생각함.,긍정
디ㅇ,3,"박소담이랑 애기가 연기를 너무잘함
킬링타임용 굿",긍정
노승택,2,"유일한 기대였던 카 체이싱조차 지지부진, 미적지근",부정
jooyoun kim,3,"어머!
생각보다 긴박하고 잼나네-
뭔가 뒷쪽이 좀 글킨래도 뭐.. 별기대없이 보니 나름 괜츈-",긍정
김덕훈,3.5,박소담 연기 좋았음. 결말도 해피엔딩이라 맘에 듦.,긍정
이상범,1.5,"그동안 못해왔던 멘트, 제스쳐, 표정까지
자기 하고 싶은 대로 다 해서 오그라들게 만드는 영화.

액션, 스토리, 연기략까지 90년대의 액션영화를 보는것마냥 촌스럽다.",부정
2_Jar,2,#NAME?,부정
SM,2.5,왜 항상 아이가 끼면 생기는 문제를 영화로 만드는지...,중립
싱글라이더,2,차라리 우체국택배에 문의하지,부정
있슴,2.5,박소담 언니가 멋있어요,중립
0점사격,0.5,"원빈 : 아저씨
박소담 : 아줌마",부정
CHOPA,2.5,"시작은 베이비드라이버였으나
초반이후부터는 그저그런 한국영화",중립
Mr.Lee,3,모범택시 프리퀄이라 생각하면 좋을듯,긍정
Damian Jeon DongHyun,1.5,"감독이 참 아저씨를 감명 깊게 봤나 보네..

제2의 아저씨 아줌마를 만들고 싶어했구만....

근데 이를 어쩌나... 조잡한 액션에 납득안되는 서사에...

PS. 운전병이 운전은 안하고 전투병과에서 뛰고 있누.. 에혀",부정
사이다,3.5,"지키기 위해 되찾기 위해, 둘 다 악착같다
Feat. 기대 이상의 카체이싱",긍정
춥춥,2,감독이 담고자 하는 모든 게 잘 구현된 본 시리즈를 감상하는 게..,부정
재히,1.5,"이거 봤었는지 기억도 못함
박소담 배우 좋아해서 페이지 보다가 흐릿하게 기억...
딱 자동차 액션(만) 멋졌던 영화",부정
렉시턴의 유령,1.5,그 좋은 작품들의 캐릭터 설정 다 가져다 놓고 버무려도 짝퉁 느낌 낭낭 차라리 리메이크라 하고 찍지 그랬어ㅡㅡ,부정
수빈,2.5,익숙한 설정에 익숙한 내용이라 그냥저냥 볼만했음,중립
할린 퀸젤,2.5,"만들다 만 영화 같다. 송새벽 악역 오글거림, 난잡한 캐릭터들, 일관성 없는 감정선들",중립
castiel,2.5,박소담 송새벽의 필모 확장판,중립
라온필름 Laon Film,2.5,감정선이 휙 휙 휙.,중립
손민수,2,너무나 아쉬운 카체이싱,부정
K.S.H,3,박소담 운전씬만 볼만했고 징징거리는 애는 일찍 떨구는게 생존법칙이다,긍정
도강,3.5,스트레스 해소는 시켜줬잖아요,긍정
Ozpk,3.5,"뻔한 영화들 중에 제일 낫다. 연기, 액션 다 좋았음",긍정
콩먹는콩벌레,0.5,너무 재미없어서 보고 우울했음,부정
이준헌,1.5,드라이브를 예상했지만 맞닥뜨린건 레옹,부정
My동풍,4.5,재밌는데?!,긍정
나잇무비,2,허술한 스토리 그저그런 카체이싱,부정
윤은지,2,재밌다며..,부정
범지,1.5,보면 볼 수록 웃음으로 넘길 수준이 아님 하지만 애기 귀여워,부정
모멘텀,2,"카체이싱이랑 액션은 볼만한데...
감독 트림성애자임?",부정
Craig00se7en,3,"한국판 트랜스포터! 그 이상, 그 이하도 설명 안하고싶다.  -20231022-",긍정
햄부기,2,뭔가 이것저것 다 섞은 느낌이구만.. 근데 볼 만한디?,부정
riri,2.5,사랑해소담..,중립
우주,2.5,배우들은 좋았으나 전개가 뻔하다,중립
깐느,1.5,"고양이를 키우는 여주인공의 모성애 획득기.

모성애를 획득하는 과정이 이 정도면 충분하다고 생각한 걸까?

2022년 한국상업영화들의 전형적인 특징인

눈 가리고 아웅 식 감정설계에 한숨만 나올 뿐.

그래놓고 클라이막스에 관객들이 동화되길 바라는가?

그래도

빈 택배를 오배송하는 택배기사 박소담과 송새벽의 연기는 돋보인다.",부정
78,1,"진짜 서원아 제발 그만 울어줘
연출은 베이비드라이버
내용은 흔한 한국 신파",부정
Minjae Kwon,2,"카액션을 다룬 제목임에도 카메오급 차량 액션 찍었던 '달콤한 인생', '아수라'만도 못하는 신세라니",부정
유니스,1.5,"1점도 박소담땜에 준 별점.. 할많하않

웨이브",부정
love,3,"아저씨+모범택시+분노의 질주, 하지만 박소담이라 반가운",긍정
레몬메론,2.5,스포일러가 포함되어 내용을 생략했습니다.,중립
옐리,3.5,소담킹 너무 멋져!!!!!!!! 😭😭😭😭,긍정
CY4210,1.5,첫장면만 봤을땐 그래도 괜찮겠다 싶었는데..,부정
민트초코❤️,2.5,카체이싱 딱하나 만족스러운 영화 나머지는 하.....,중립
Mr Robot,1.5,박소담이 참 씩씩하다는 느낌외에는 남는게 없다,부정
짜사이,2,"잔뜩 스타일리시해보이고 싶어하는데 촌스럽다...
애는 왜자꾸 아줌마아줌마그래. 열심히 연기한 아이는 죄가없지만 애 캐릭터 자체가 귀엽지도않고 짜증만 남. 아이 데리고 다니면서 감성팔이하는 특유의 안전빵 스토리들 이제 너무 식상하고 따분하다 아무런 정보 없이 보러간터라 이영화에 애기 나오는줄 몰라서 애가 박소담의 차를향해 달려오는 순간부터 설마.. Aㅏ..했는데 역시나ㅜ",부정
씨네쿤,2.5,내가 쫓던 애송이 아가씨가 알고보니 수퍼 드라이빙 닌자였던 건에 대하여.,중립
쁘띠수정,3,존나 재밌는데?,긍정
